,payloads,length,nonprintable_keywords,special_chars,punctuation_chars,js_events,html_tags,sql_keywords,percentage_count,spaces_count,is_malicious
0,Nokia,5,0,0,0,0,0,0,0,0,0
1,Sony,4,0,0,0,0,0,0,0,0,0
2,BMW,3,0,0,0,0,0,0,0,0,0
3,Palm,4,0,0,0,0,0,0,0,0,0
4,Adobe,5,0,0,0,0,0,0,0,0,0
5,Nostradamus,11,0,0,0,0,0,0,0,0,0
6,Osama bin Laden,15,0,0,0,0,0,3,0,2,0
7,Eminem,6,0,0,0,0,0,0,0,0,0
8,Michael Jackson,15,0,0,0,0,0,0,0,1,0
9,Howard Stern,12,0,0,0,0,0,0,0,1,0
10,Harry Potter,12,0,0,0,0,0,0,0,1,0
11,Lord of the Rings,17,0,0,0,0,0,4,0,3,0
12,Final Fantasy,13,0,0,0,0,0,0,0,1,0
13,Tomb Raider,11,0,0,0,0,0,0,0,1,0
14,Shrek,5,0,0,0,0,0,0,0,0,0
15,Morpheus,8,0,0,0,0,0,0,0,0,0
16,Napster,7,0,0,0,0,0,0,0,0,0
17,Gnutella,8,0,0,0,0,0,0,0,0,0
18,Kazaa,5,0,0,0,0,0,0,0,0,0
19,Audiogalaxy,11,0,0,0,0,0,0,0,0,0
20,Beatles,7,0,0,0,0,0,0,0,0,0
21,U2,2,0,0,0,0,0,0,0,0,0
22,N Sync,6,0,0,0,0,0,197,0,1,0
23,Backstreet Boys,15,0,0,0,0,0,0,0,1,0
24,Linkin Park,11,0,0,0,0,0,0,0,1,0
25,Windows XP,10,0,0,0,0,0,2,0,1,0
26,Xbox,4,0,0,0,0,0,0,0,0,0
27,PlayStation 2,13,0,0,0,0,0,1,0,1,0
28,GameCube,8,0,0,0,0,0,0,0,0,0
29,Nokia 5510,10,0,0,0,0,0,0,0,1,0
30,CNN,3,0,0,0,0,0,0,0,0,0
31,BBC,3,0,0,0,0,0,0,0,0,0
32,New York Times,14,0,0,0,0,0,5,0,2,0
33,MSNBC,5,0,0,0,0,0,0,0,0,0
34,Washington Post,15,0,0,0,0,0,0,0,1,0
35,Amazon,6,0,0,0,0,0,0,0,0,0
36,IKEA,4,0,0,0,0,0,0,0,0,0
37,"Toys ""R"" Us",11,0,2,2,0,0,10,0,2,0
38,Walmart,7,0,0,0,0,0,0,0,0,0
39,Circuit City,12,0,0,0,0,0,0,0,1,0
40,Anna Kournikova,15,0,0,0,0,0,0,0,1,0
41,Tour de France,14,0,0,0,0,0,28,0,2,0
42,Dale Earnhardt,14,0,0,0,0,0,0,0,1,0
43,Wimbledon,9,0,0,0,0,0,0,0,0,0
44,US Open,7,0,0,0,0,0,11,0,1,0
45,Loft Story,10,0,0,0,0,0,0,0,1,0
46,Big Brother,11,0,0,0,0,0,2,0,1,0
47,The Simpsons,12,0,0,0,0,0,2,0,1,0
48,Survivor,8,0,0,0,0,0,0,0,0,0
49,Gran Hermano,12,0,0,0,0,0,2,0,1,0
50,Counterstrike,13,0,0,0,0,0,0,0,0,0
51,The Sims,8,0,0,0,0,0,2,0,1,0
52,Operation Flashpoint,20,0,0,0,0,0,0,0,1,0
53,Moorhuhn 3,10,0,0,0,0,0,1,0,1,0
54,Wolfenstein,11,0,0,0,0,0,0,0,0,0
55,Britney Spears,14,0,0,0,0,0,0,0,1,0
56,Pamela Anderson,15,0,0,0,0,0,0,0,1,0
57,Jennifer Lopez,14,0,0,0,0,0,0,0,1,0
58,Madonna,7,0,0,0,0,0,0,0,0,0
59,Aaliyah,7,0,0,0,0,0,0,0,0,0
60,David Beckham,13,0,0,0,0,0,0,0,1,0
61,Anna Kournikova,15,0,0,0,0,0,0,0,1,0
62,Ronaldo,7,0,0,0,0,0,0,0,0,0
63,Kobe Bryant,11,0,0,0,0,0,0,0,1,0
64,Zinedine Zidane,15,0,0,0,0,0,0,0,1,0
65,Ferrari,7,0,0,0,0,0,0,0,0,0
66,Sony,4,0,0,0,0,0,0,0,0,0
67,Nokia,5,0,0,0,0,0,0,0,0,0
68,Disney,6,0,0,0,0,0,0,0,0,0
69,IKEA,4,0,0,0,0,0,0,0,0,0
70,The Simpsons,12,0,0,0,0,0,2,0,1,0
71,Snoopy,6,0,0,0,0,0,0,0,0,0
72,Superman,8,0,0,0,0,0,0,0,0,0
73,Batman,6,0,0,0,0,0,0,0,0,0
74,Eminem,6,0,0,0,0,0,0,0,0,0
75,Brad Pitt,9,0,0,0,0,0,0,0,1,0
76,David Beckham,13,0,0,0,0,0,0,0,1,0
77,Josh Hartnett,13,0,0,0,0,0,0,0,1,0
78,2Pac,4,0,0,0,0,0,0,0,0,0
79,Spiderman,9,0,0,0,0,0,0,0,0,0
80,Harry Potter,12,0,0,0,0,0,0,0,1,0
81,Star Wars,9,0,0,0,0,0,1,0,1,0
82,Jackass,7,0,0,0,0,0,0,0,0,0
83,Scooby Doo,10,0,0,0,0,0,0,0,1,0
84,Eminem,6,0,0,0,0,0,0,0,0,0
85,Shakira,7,0,0,0,0,0,0,0,0,0
86,Madonna,7,0,0,0,0,0,0,0,0,0
87,Nelly,5,0,0,0,0,0,0,0,0,0
88,2Pac,4,0,0,0,0,0,0,0,0,0
89,World Cup,9,0,0,0,0,0,0,0,1,0
90,Iraq,4,0,0,0,0,0,0,0,0,0
91,Sniper,6,0,0,0,0,0,0,0,0,0
92,Hurricane Lili,14,0,0,0,0,0,0,0,1,0
93,Hochwasser,10,0,0,0,0,0,0,0,0,0
94,IKEA,4,0,0,0,0,0,0,0,0,0
95,Home Depot,10,0,0,0,0,0,0,0,1,0
96,Walmart,7,0,0,0,0,0,0,0,0,0
97,Best Buy,8,0,0,0,0,0,0,0,1,0
98,Sears,5,0,0,0,0,0,0,0,0,0
99,MP3,3,0,0,0,0,0,0,0,0,0
100,SMS,3,0,0,0,0,0,0,0,0,0
101,WinZip,6,0,0,0,0,0,0,0,0,0
102,Linux,5,0,0,0,0,0,0,0,0,0
103,FTP,3,0,0,0,0,0,0,0,0,0
104,Paris,5,0,0,0,0,0,0,0,0,0
105,Canada,6,0,0,0,0,0,0,0,0,0
106,New York,8,0,0,0,0,0,0,0,1,0
107,India,5,0,0,0,0,0,0,0,0,0
108,Las Vegas,9,0,0,0,0,0,1,0,1,0
109,The Simpsons,12,0,0,0,0,0,2,0,1,0
110,Big Brother,11,0,0,0,0,0,2,0,1,0
111,The Osbournes,13,0,0,0,0,0,2,0,1,0
112,South Park,10,0,0,0,0,0,0,0,1,0
113,SpongeBob SquarePants,21,0,0,0,0,0,0,0,1,0
114,The Sims,8,0,0,0,0,0,2,0,1,0
115,Counter Strike,14,0,0,0,0,0,0,0,1,0
116,GTA 3,5,0,0,0,0,0,1,0,1,0
117,Warcraft 3,10,0,0,0,0,0,1,0,1,0
118,Jedi Knight 2,13,0,0,0,0,0,1,0,2,0
119,Britney Spears,14,0,0,0,0,0,0,0,1,0
120,Pamela Anderson,15,0,0,0,0,0,0,0,1,0
121,Jennifer Lopez,14,0,0,0,0,0,0,0,1,0
122,Shakira,7,0,0,0,0,0,0,0,0,0
123,Anna Kournikova,15,0,0,0,0,0,0,0,1,0
124,SNCF,4,0,0,0,0,0,0,0,0,0
125,Wanadoo,7,0,0,0,0,0,0,0,0,0
126,Michelin,8,0,0,0,0,0,0,0,0,0
127,Air France,10,0,0,0,0,0,0,0,1,0
128,SFR,3,0,0,0,0,0,0,0,0,0
129,Britney Spears,14,0,0,0,0,0,0,0,1,0
130,Shakira,7,0,0,0,0,0,0,0,0,0
131,Jennifer Lopez,14,0,0,0,0,0,0,0,1,0
132,Vanessa Demouy,14,0,0,0,0,0,0,0,1,0
133,Alyssa Milano,13,0,0,0,0,0,0,0,1,0
134,SNCF,4,0,0,0,0,0,0,0,0,0
135,Meteo,5,0,0,0,0,0,0,0,0,0
136,Anpe,4,0,0,0,0,0,0,0,0,0
137,FNAC,4,0,0,0,0,0,0,0,0,0
138,Loft Story,10,0,0,0,0,0,0,0,1,0
139,Lastminute,10,0,0,0,0,0,0,0,0,0
140,Ryanair,7,0,0,0,0,0,0,0,0,0
141,Aldi,4,0,0,0,0,0,0,0,0,0
142,Herr der Ringe,14,0,0,0,0,0,2,0,2,0
143,Euro,4,0,0,0,0,0,0,0,0,0
144,BMW,3,0,0,0,0,0,0,0,0,0
145,Ferrari,7,0,0,0,0,0,0,0,0,0
146,Audi,4,0,0,0,0,0,0,0,0,0
147,VW,2,0,0,0,0,0,0,0,0,0
148,Porsche,7,0,0,0,0,0,0,0,0,0
149,Shakira,7,0,0,0,0,0,0,0,0,0
150,Jennifer Lopez,14,0,0,0,0,0,0,0,1,0
151,Britney Spears,14,0,0,0,0,0,0,0,1,0
152,No Angels,9,0,0,0,0,0,8,0,1,0
153,Sarah Connor,12,0,0,0,0,0,0,0,1,0
154,Gareth Gates,12,0,0,0,0,0,0,0,1,0
155,David Beckham,13,0,0,0,0,0,0,0,1,0
156,Eminem,6,0,0,0,0,0,0,0,0,0
157,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
158,Brad Pitt,9,0,0,0,0,0,0,0,1,0
159,BBC,3,0,0,0,0,0,0,0,0,0
160,Big Brother,11,0,0,0,0,0,2,0,1,0
161,EasyJet,7,0,0,0,0,0,0,0,0,0
162,Britney Spears,14,0,0,0,0,0,0,0,1,0
163,Ryanair,7,0,0,0,0,0,0,0,0,0
164,Britney Spears,14,0,0,0,0,0,0,0,1,0
165,Kylie Minogue,13,0,0,0,0,0,0,0,1,0
166,Holly Valance,13,0,0,0,0,0,0,0,1,0
167,Kelly Brook,11,0,0,0,0,0,0,0,1,0
168,Katie Price,11,0,0,0,0,0,0,0,1,0
169,Manga,5,0,0,0,0,0,0,0,0,0
170,Final Fantasy,13,0,0,0,0,0,0,0,1,0
171,Sailor Moon,11,0,0,0,0,0,0,0,1,0
172,Yu-Gi-Oh!,9,0,3,3,0,0,0,0,0,0
173,Dragon Ball Z,13,0,0,0,0,0,8,0,2,0
174,Ferrari,7,0,0,0,0,0,0,0,0,0
175,Sony,4,0,0,0,0,0,0,0,0,0
176,BMW,3,0,0,0,0,0,0,0,0,0
177,Disney,6,0,0,0,0,0,0,0,0,0
178,Ryanair,7,0,0,0,0,0,0,0,0,0
179,Earthquake,10,0,0,0,0,0,0,0,0,0
180,California Earthquake,21,0,0,0,0,0,0,0,1,0
181,Earthquakes,11,0,0,0,0,0,0,0,0,0
182,Earthquake California,21,0,0,0,0,0,0,0,1,0
183,California Earthquakes,22,0,0,0,0,0,0,0,1,0
184,The Simpsons,12,0,0,0,0,0,2,0,1,0
185,Harry Potter,12,0,0,0,0,0,0,0,1,0
186,Spiderman,9,0,0,0,0,0,0,0,0,0
187,Winnie the Pooh,15,0,0,0,0,0,2,0,2,0
188,Eminem,6,0,0,0,0,0,0,0,0,0
189,David Beckham,13,0,0,0,0,0,0,0,1,0
190,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
191,Justin Timberlake,17,0,0,0,0,0,0,0,1,0
192,50 Cent,7,0,0,0,0,0,0,0,1,0
193,Iraq,4,0,0,0,0,0,0,0,0,0
194,Laci Peterson,13,0,0,0,0,0,0,0,1,0
195,Kobe Bryant,11,0,0,0,0,0,0,0,1,0
196,Bertrand Cantat,15,0,0,0,0,0,0,0,1,0
197,RIAA,4,0,0,0,0,0,0,0,0,0
198,Britney Spears,14,0,0,0,0,0,0,0,1,0
199,Harry Potter,12,0,0,0,0,0,0,0,1,0
200,Matrix,6,0,0,0,0,0,0,0,0,0
201,Shakira,7,0,0,0,0,0,0,0,0,0
202,David Beckham,13,0,0,0,0,0,0,0,1,0
203,2 Fast 2 Furious,16,0,0,0,0,0,2,0,3,0
204,Lord of the Rings,17,0,0,0,0,0,4,0,3,0
205,Finding Nemo,12,0,0,0,0,0,0,0,1,0
206,Texas Chainsaw Massacre,23,0,0,0,0,0,0,0,2,0
207,Pirates of the Caribbean,24,0,0,0,0,0,4,0,3,0
208,Australian Idol,15,0,0,0,0,0,0,0,1,0
209,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
210,Britney Spears,14,0,0,0,0,0,0,0,1,0
211,Qantas,6,0,0,0,0,0,0,0,0,0
212,Eminem,6,0,0,0,0,0,0,0,0,0
213,Melbourne Cup,13,0,0,0,0,0,0,0,1,0
214,Rugby World Cup,15,0,0,0,0,0,0,0,2,0
215,Surfing,7,0,0,0,0,0,0,0,0,0
216,Jonny Wilkinson,15,0,0,0,0,0,0,0,1,0
217,Soccer,6,0,0,0,0,0,0,0,0,0
218,Air Canada,10,0,0,0,0,0,0,0,1,0
219,Ferrari,7,0,0,0,0,0,0,0,0,0
220,Walmart,7,0,0,0,0,0,0,0,0,0
221,WestJet,7,0,0,0,0,0,0,0,0,0
222,IKEA,4,0,0,0,0,0,0,0,0,0
223,Britney Spears,14,0,0,0,0,0,0,0,1,0
224,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
225,Eminem,6,0,0,0,0,0,0,0,0,0
226,Jennifer Lopez,14,0,0,0,0,0,0,0,1,0
227,50 Cent,7,0,0,0,0,0,0,0,1,0
228,Finding Nemo,12,0,0,0,0,0,0,0,1,0
229,Paris Hilton,12,0,0,0,0,0,0,0,1,0
230,InuYasha,8,0,0,0,0,0,0,0,0,0
231,Canada 411,10,0,0,0,0,0,0,0,1,0
232,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
233,Britney Spears,14,0,0,0,0,0,0,0,1,0
234,Lorie,5,0,0,0,0,0,0,0,0,0
235,JLo,3,0,0,0,0,0,0,0,0,0
236,Alyssa Milano,13,0,0,0,0,0,0,0,1,0
237,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
238,Eminem,6,0,0,0,0,0,0,0,0,0
239,Harry Potter,12,0,0,0,0,0,0,0,1,0
240,Marilyn Manson,14,0,0,0,0,0,0,0,1,0
241,Michael Jackson,15,0,0,0,0,0,0,0,1,0
242,Justin Timberlake,17,0,0,0,0,0,0,0,1,0
243,SNCF,4,0,0,0,0,0,0,0,0,0
244,Fnac,4,0,0,0,0,0,0,0,0,0
245,Star Academy,12,0,0,0,0,0,1,0,1,0
246,TF1,3,0,0,0,0,0,0,0,0,0
247,Matrix,6,0,0,0,0,0,0,0,0,0
248,Matrix,6,0,0,0,0,0,0,0,0,0
249,Harry Potter,12,0,0,0,0,0,0,0,1,0
250,Herr Der Ringe,14,0,0,0,0,0,2,0,2,0
251,Findet Nemo,11,0,0,0,0,0,0,0,1,0
252,Kill Bill,9,0,0,0,0,0,1,0,1,0
253,Yu-Gi-Oh,8,0,2,2,0,0,0,0,0,0
254,Jeanette Biedermann,19,0,0,0,0,0,0,0,1,0
255,Paris Hilton,12,0,0,0,0,0,0,0,1,0
256,BMW,3,0,0,0,0,0,0,0,0,0
257,Stiftung Warentest,18,0,0,0,0,0,0,0,1,0
258,Ryanair,7,0,0,0,0,0,0,0,0,0
259,Deutsche Bahn,13,0,0,0,0,0,0,0,1,0
260,Last Minute,11,0,0,0,0,0,7,0,1,0
261,Lufthansa,9,0,0,0,0,0,0,0,0,0
262,Germanwings,11,0,0,0,0,0,0,0,0,0
263,Nokia,5,0,0,0,0,0,0,0,0,0
264,Hewlett-Packard,15,0,1,1,0,0,0,0,0,0
265,Vodafone,8,0,0,0,0,0,0,0,0,0
266,IKEA,4,0,0,0,0,0,0,0,0,0
267,Xbox,4,0,0,0,0,0,0,0,0,0
268,Eros Ramazzotti,15,0,0,0,0,0,0,0,1,0
269,Vasco Rossi,11,0,0,0,0,0,0,0,1,0
270,Gigi D'Alessio,14,0,1,1,0,0,0,0,1,0
271,Tiziano Ferro,13,0,0,0,0,0,0,0,1,0
272,Giorgia,7,0,0,0,0,0,0,0,0,0
273,Pagine Bianche,14,0,0,0,0,0,0,0,1,0
274,Meteo,5,0,0,0,0,0,0,0,0,0
275,Trenitalia,10,0,0,0,0,0,0,0,0,0
276,Auto Usate,10,0,0,0,0,0,0,0,1,0
277,Musica,6,0,0,0,0,0,0,0,0,0
278,Eminem,6,0,0,0,0,0,0,0,0,0
279,Justin Timberlake,17,0,0,0,0,0,0,0,1,0
280,Robbie Williams,15,0,0,0,0,0,0,0,1,0
281,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
282,Frans Bauer,11,0,0,0,0,0,0,0,1,0
283,2 Fast 2 Furious,16,0,0,0,0,0,2,0,3,0
284,Lord of the Rings,17,0,0,0,0,0,4,0,3,0
285,Matrix,6,0,0,0,0,0,0,0,0,0
286,Harry Potter,12,0,0,0,0,0,0,0,1,0
287,Finding Nemo,12,0,0,0,0,0,0,0,1,0
288,Spongebob,9,0,0,0,0,0,0,0,0,0
289,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
290,Voetbal,7,0,0,0,0,0,0,0,0,0
291,Beyonce,7,0,0,0,0,0,0,0,0,0
292,Vuurwerk,8,0,0,0,0,0,0,0,0,0
293,Eminem,6,0,0,0,0,0,0,0,0,0
294,Valentino Rossi,15,0,0,0,0,0,0,0,1,0
295,Beckham,7,0,0,0,0,0,0,0,0,0
296,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
297,Josh Hartnett,13,0,0,0,0,0,0,0,1,0
298,Matrix,6,0,0,0,0,0,0,0,0,0
299,El Senor de los Anillos,23,0,0,0,0,0,40,0,4,0
300,Harry Potter,12,0,0,0,0,0,0,0,1,0
301,Spiderman,9,0,0,0,0,0,0,0,0,0
302,Hulk,4,0,0,0,0,0,0,0,0,0
303,Letizia Ortiz,13,0,0,0,0,0,0,0,1,0
304,Terra,5,0,0,0,0,0,0,0,0,0
305,Gran Hermano,12,0,0,0,0,0,2,0,1,0
306,Juegos,6,0,0,0,0,0,0,0,0,0
307,Coches,6,0,0,0,0,0,0,0,0,0
308,Prince Charles,14,0,0,0,0,0,0,0,1,0
309,EastEnders,10,0,0,0,0,0,0,0,0,0
310,Winnie the Pooh,15,0,0,0,0,0,2,0,2,0
311,Jonny Wilkinson,15,0,0,0,0,0,0,0,1,0
312,EasyJet,7,0,0,0,0,0,0,0,0,0
313,Jonny Wilkinson,15,0,0,0,0,0,0,0,1,0
314,David Beckham,13,0,0,0,0,0,0,0,1,0
315,Rugby World Cup,15,0,0,0,0,0,0,0,2,0
316,Manchester United,17,0,0,0,0,0,0,0,1,0
317,Football,8,0,0,0,0,0,0,0,0,0
318,EasyJet,7,0,0,0,0,0,0,0,0,0
319,Cheap Flights,13,0,0,0,0,0,0,0,1,0
320,Ryanair,7,0,0,0,0,0,0,0,0,0
321,British Airways,15,0,0,0,0,0,0,0,1,0
322,Train Times,11,0,0,0,0,0,8,0,1,0
323,Ferrari,7,0,0,0,0,0,0,0,0,0
324,BMW,3,0,0,0,0,0,0,0,0,0
325,Lamborghini,11,0,0,0,0,0,0,0,0,0
326,Nissan Skyline,14,0,0,0,0,0,0,0,1,0
327,Porsche,7,0,0,0,0,0,0,0,0,0
328,The Simpsons,12,0,0,0,0,0,2,0,1,0
329,South Park,10,0,0,0,0,0,0,0,1,0
330,Garfield,8,0,0,0,0,0,0,0,0,0
331,Hello Kitty,11,0,0,0,0,0,0,0,1,0
332,SCO,3,0,0,0,0,0,1,0,0,0
333,Johnson & Johnson,17,0,1,1,0,0,0,0,2,0
334,ING,3,0,0,0,0,0,15,0,0,0
335,GE Aviation,11,0,0,0,0,0,11,0,1,0
336,Fleet,5,0,0,0,0,0,0,0,0,0
337,eBay,4,0,0,0,0,0,0,0,0,0
338,Walmart,7,0,0,0,0,0,0,0,0,0
339,MapQuest,8,0,0,0,0,0,0,0,0,0
340,Amazon,6,0,0,0,0,0,0,0,0,0
341,Home Depot,10,0,0,0,0,0,0,0,1,0
342,France,6,0,0,0,0,0,0,0,0,0
343,China,5,0,0,0,0,0,0,0,0,0
344,India,5,0,0,0,0,0,0,0,0,0
345,Iraq,4,0,0,0,0,0,0,0,0,0
346,Iran,4,0,0,0,0,0,0,0,0,0
347,Nicholas Berg,13,0,0,0,0,0,0,0,1,0
348,Christopher Reeve,17,0,0,0,0,0,0,0,1,0
349,Spalding Gray,13,0,0,0,0,0,0,0,1,0
350,Marlon Brando,13,0,0,0,0,0,0,0,1,0
351,Kenneth Bigley,14,0,0,0,0,0,0,0,1,0
352,Spa,3,0,0,0,0,0,2,0,0,0
353,Movies,6,0,0,0,0,0,0,0,0,0
354,Nightclub,9,0,0,0,0,0,0,0,0,0
355,Pub,3,0,0,0,0,0,0,0,0,0
356,Zoo,3,0,0,0,0,0,0,0,0,0
357,Britney Spears,14,0,0,0,0,0,0,0,1,0
358,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
359,Pamela Anderson,15,0,0,0,0,0,0,0,1,0
360,Paris Hilton,12,0,0,0,0,0,0,0,1,0
361,Carmen Electra,14,0,0,0,0,0,0,0,1,0
362,Pizza,5,0,0,0,0,0,0,0,0,0
363,Sushi,5,0,0,0,0,0,0,0,0,0
364,Bakery,6,0,0,0,0,0,0,0,0,0
365,Chinese,7,0,0,0,0,0,0,0,0,0
366,Italian,7,0,0,0,0,0,0,0,0,0
367,Louis Vuitton,13,0,0,0,0,0,0,0,1,0
368,Nikon,5,0,0,0,0,0,0,0,0,0
369,Canon,5,0,0,0,0,0,0,0,0,0
370,Treo,4,0,0,0,0,0,0,0,0,0
371,Tiffany,7,0,0,0,0,0,0,0,0,0
372,Bikini,6,0,0,0,0,0,0,0,0,0
373,Mini Skirt,10,0,0,0,0,0,2,0,1,0
374,Prom Dresses,12,0,0,0,0,0,0,0,1,0
375,Lingerie,8,0,0,0,0,0,0,0,0,0
376,Little Black Dress,18,0,0,0,0,0,0,0,2,0
377,Tablet PC,9,0,0,0,0,0,0,0,1,0
378,Computer,8,0,0,0,0,0,0,0,0,0
379,Laptop,6,0,0,0,0,0,0,0,0,0
380,Headphones,10,0,0,0,0,0,0,0,0,0
381,Computer Speakers,17,0,0,0,0,0,0,0,1,0
382,iPod,4,0,0,0,0,0,0,0,0,0
383,Digital Camera,14,0,0,0,0,0,0,0,1,0
384,MP3,3,0,0,0,0,0,0,0,0,0
385,Xbox,4,0,0,0,0,0,0,0,0,0
386,PlayStation 2,13,0,0,0,0,0,1,0,1,0
387,Poker Chips,11,0,0,0,0,0,0,0,1,0
388,Airsoft Guns,12,0,0,0,0,0,0,0,1,0
389,Mountain Bike,13,0,0,0,0,0,0,0,1,0
390,Pocket Bike,11,0,0,0,0,0,0,0,1,0
391,Night Vision Goggles,20,0,0,0,0,0,0,0,2,0
392,UGG Boots,9,0,0,0,0,0,0,0,1,0
393,Puma,4,0,0,0,0,0,0,0,0,0
394,Adidas,6,0,0,0,0,0,0,0,0,0
395,Nike,4,0,0,0,0,0,0,0,0,0
396,Aerosole,8,0,0,0,0,0,0,0,0,0
397,Doctor,6,0,0,0,0,0,0,0,0,0
398,Hospital,8,0,0,0,0,0,0,0,0,0
399,Massage,7,0,0,0,0,0,0,0,0,0
400,Dentist,7,0,0,0,0,0,0,0,0,0
401,Yoga,4,0,0,0,0,0,0,0,0,0
402,Holiday Inn,11,0,0,0,0,0,2,0,1,0
403,Hampton Inn,11,0,0,0,0,0,2,0,1,0
404,Marriott,8,0,0,0,0,0,0,0,0,0
405,Hilton,6,0,0,0,0,0,0,0,0,0
406,Days Inn,8,0,0,0,0,0,2,0,1,0
407,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
408,Eminem,6,0,0,0,0,0,0,0,0,0
409,Usher,5,0,0,0,0,0,0,0,0,0
410,Johnny Depp,11,0,0,0,0,0,0,0,1,0
411,Brad Pitt,9,0,0,0,0,0,0,0,1,0
412,Orlando Bloom,13,0,0,0,0,0,0,0,1,0
413,Eminem,6,0,0,0,0,0,0,0,0,0
414,Usher,5,0,0,0,0,0,0,0,0,0
415,Johnny Depp,11,0,0,0,0,0,0,0,1,0
416,Brad Pitt,9,0,0,0,0,0,0,0,1,0
417,CNN,3,0,0,0,0,0,0,0,0,0
418,Washington Post,15,0,0,0,0,0,0,0,1,0
419,BBC,3,0,0,0,0,0,0,0,0,0
420,Fox News,8,0,0,0,0,0,0,0,1,0
421,New York Times,14,0,0,0,0,0,5,0,2,0
422,Real Estate,11,0,0,0,0,0,2,0,1,0
423,Attorney,8,0,0,0,0,0,0,0,0,0
424,Insurance Broker,16,0,0,0,0,0,0,0,1,0
425,Car Dealer,10,0,0,0,0,0,0,0,1,0
426,Hair Salon,10,0,0,0,0,0,0,0,1,0
427,George W. Bush,14,0,1,1,0,0,0,0,2,0
428,Janet Jackson,13,0,0,0,0,0,0,0,1,0
429,John Kerry,10,0,0,0,0,0,0,0,1,0
430,Britney Spears,14,0,0,0,0,0,0,0,1,0
431,Saddam Hussein,14,0,0,0,0,0,0,0,1,0
432,Walmart,7,0,0,0,0,0,0,0,0,0
433,Home Depot,10,0,0,0,0,0,0,0,1,0
434,Best Buy,8,0,0,0,0,0,0,0,1,0
435,Costco,6,0,0,0,0,0,0,0,0,0
436,Walgreens,9,0,0,0,0,0,0,0,0,0
437,Britney Spears,14,0,0,0,0,0,0,0,1,0
438,Paris Hilton,12,0,0,0,0,0,0,0,1,0
439,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
440,Pamela Anderson,15,0,0,0,0,0,0,0,1,0
441,Chat,4,0,0,0,0,0,0,0,0,0
442,David Beckham,13,0,0,0,0,0,0,0,1,0
443,Tour de France,14,0,0,0,0,0,28,0,2,0
444,Euro 2004,9,0,0,0,0,0,0,0,1,0
445,NBA,3,0,0,0,0,0,0,0,0,0
446,Lance Armstrong,15,0,0,0,0,0,0,0,1,0
447,YMCA,4,0,0,0,0,0,0,0,0,0
448,Golf,4,0,0,0,0,0,0,0,0,0
449,Campground,10,0,0,0,0,0,0,0,0,0
450,Bowling,7,0,0,0,0,0,0,0,0,0
451,Marathon,8,0,0,0,0,0,0,0,0,0
452,Wallpaper,9,0,0,0,0,0,0,0,0,0
453,Kazaa,5,0,0,0,0,0,0,0,0,0
454,MP3,3,0,0,0,0,0,0,0,0,0
455,Spybot,6,0,0,0,0,0,0,0,0,0
456,Linux,5,0,0,0,0,0,0,0,0,0
457,The Simpsons,12,0,0,0,0,0,2,0,1,0
458,South Park,10,0,0,0,0,0,0,0,1,0
459,Charmed,7,0,0,0,0,0,0,0,0,0
460,SpongeBob SquarePants,21,0,0,0,0,0,0,0,1,0
461,Britney Spears,14,0,0,0,0,0,0,0,1,0
462,Paris Hilton,12,0,0,0,0,0,0,0,1,0
463,Christina Aguilera,18,0,0,0,0,0,0,0,1,0
464,Pamela Anderson,15,0,0,0,0,0,0,0,1,0
465,Carmen Electra,14,0,0,0,0,0,0,0,1,0
466,iPod,4,0,0,0,0,0,0,0,0,0
467,Digital Camera,14,0,0,0,0,0,0,0,1,0
468,MP3 Player,10,0,0,0,0,0,0,0,1,0
469,iPod Mini,9,0,0,0,0,0,2,0,1,0
470,PlayStation Portable,20,0,0,0,0,0,0,0,1,0
471,Janet Jackson,13,0,0,0,0,0,0,0,1,0
472,Hurricane Katrina,17,0,0,0,0,0,0,0,1,0
473,Tsunami,7,0,0,0,0,0,0,0,0,0
474,Xbox 360,8,0,0,0,0,0,0,0,1,0
475,Brad Pitt,9,0,0,0,0,0,0,0,1,0
476,Aaron Spelling,14,0,0,0,0,0,0,0,1,0
477,Kirby Puckett,13,0,0,0,0,0,0,0,1,0
478,Jack Wild,9,0,0,0,0,0,0,0,1,0
479,Clifford Geertz,15,0,0,0,0,0,0,0,1,0
480,Muriel Spark,12,0,0,0,0,0,0,0,1,0
481,Define Promiscuous,18,0,0,0,0,0,0,0,1,0
482,Define Web 2.0,14,0,1,1,0,0,0,0,2,0
483,Define FTW,10,0,0,0,0,0,0,0,1,0
484,Define Calidad,14,0,0,0,0,0,0,0,1,0
485,Define Ajax,11,0,0,0,0,0,0,0,1,0
486,Paul McCartney and Heather Mills,32,0,0,0,0,0,3,0,4,0
